                                                                                           name                                                                                           |                                                                                       slug                                                                                       |              brand              |      label      | priceMillimes 
 Vibrant Health Green Vibrance +25 Billion Probiotics – 165 g                                                                                                                             | vibrant-health-green-vibrance-25-billion-probiotics-165-g-2                                                                                                                      | Vibrant Health                  | 165 g           |        219000
 Vibrant Health Green Vibrance +25 Billion Probiotics – 330 g                                                                                                                             | vibrant-health-green-vibrance-25-billion-probiotics-330-g                                                                                                                        | Vibrant Health                  | 330 g           |        291000
 Vibrant Health Green Vibrance +25 Billion Probiotics – 660 g                                                                                                                             | vibrant-health-green-vibrance-25-billion-probiotics-660-g                                                                                                                        | Vibrant Health                  | 660 g           |        514000
 Vibrant Health Green Vibrance +25 Billion Probiotics – 913 g                                                                                                                             | vibrant-health-green-vibrance-25-billion-probiotics-913-g                                                                                                                        | Vibrant Health                  | 913 g           |        666000
 Vibrant Health Green Vibrance +25 Billion Probiotics, Version 21.0, 240 Vegicaps                                                                                                         | vibrant-health-green-vibrance-25-billion-probiotics-version-21-0-240-vegicaps                                                                                                    | Vibrant Health                  | Format standard |        264000
 Vibrant Health Krebs Zinc, 60 Vegetable Capsules                                                                                                                                         | vibrant-health-krebs-zinc-60-vegetable-capsules                                                                                                                                  | Vibrant Health                  | Format standard |         81000
 Vibrant Health Plant-Based Vitamin C, 60 Vegetable Capsules                                                                                                                              | vibrant-health-plant-based-vitamin-c-60-vegetable-capsules                                                                                                                       | Vibrant Health                  | Format standard |        134000
 Vita X 90 Tabs Multivitamines                                                                                                                                                            | vita-x-90-tabs-multivitamines                                                                                                                                                    | HX NUTRITION                    | 90 Tabs         |         95000
 Vital Earth Minerals Mineral Blend Fulvic-Humic – 946 ml                                                                                                                                 | vital-earth-minerals-mineral-blend-fulvic-humic-946-ml                                                                                                                           | Vital Earth Minerals            | 946 ml          |        177000
 Vital Earth Minerals Super Multi – Natural Tropical Passion Fruit – 946 ml                                                                                                               | vital-earth-minerals-super-multi-natural-tropical-passion-fruit-946-ml                                                                                                           | Vital Earth Minerals            | 946 ml          |        199000
 Vital Nutrients Acetyl L-Carnitine – 60 gélules véganes                                                                                                                                  | vital-nutrients-acetyl-l-carnitine-60-gelules-veganes                                                                                                                            | Vital Nutrients                 | 60 gélules      |        184000
 Vital Nutrients Berberine – 60 gélules véganes                                                                                                                                           | vital-nutrients-berberine-60-gelules-veganes-2                                                                                                                                   | Vital Nutrients                 | 60 gélules      |        256000
 Vital Nutrients Berberine – 60 gélules véganes                                                                                                                                           | vital-nutrients-berberine-60-gelules-veganes                                                                                                                                     | Vital Nutrients                 | 60 gélules      |        143000
 Vital Nutrients Betaine HCl Pepsin with Gentian Root Extract – 225 gélules                                                                                                               | vital-nutrients-betaine-hcl-pepsin-with-gentian-root-extract-225-gelules                                                                                                         | Vital Nutrients                 | 225 gélules     |        205000
 Vital Nutrients Black Cohosh Extract – 60 gélules véganes                                                                                                                                | vital-nutrients-black-cohosh-extract-60-gelules-veganes                                                                                                                          | Vital Nutrients                 | 60 gélules      |        128000
 Vital Nutrients Calcium, Citrate + Malate – 100 gélules véganes                                                                                                                          | vital-nutrients-calcium-citrate-malate-100-gelules-veganes                                                                                                                       | Vital Nutrients                 | 100 gélules     |         92000
 Vital Nutrients Carnitine – 60 gélules véganes                                                                                                                                           | vital-nutrients-carnitine-60-gelules-veganes                                                                                                                                     | Vital Nutrients                 | 60 gélules      |        256000
 Vital Nutrients Hyperbiotics, Prebiotic Powder – 378 g                                                                                                                                   | vital-nutrients-hyperbiotics-prebiotic-powder-378-g                                                                                                                              | Vital Nutrients                 | 378 g           |        174000
 Vital Nutrients Hyperbiotics, Pro-Mood Probiotic, 60 Vegan Tablets                                                                                                                       | vital-nutrients-hyperbiotics-pro-mood-probiotic-60-vegan-tablets                                                                                                                 | Vital Nutrients                 | Format standard |        184000
 Vital Nutrients Magnesium Citrate – 100 gélules véganes                                                                                                                                  | vital-nutrients-magnesium-citrate-100-gelules-veganes                                                                                                                            | Vital Nutrients                 | 100 gélules     |         92000
 Vital Nutrients Magnesium Glycinate + Malate – 100 gélules véganes                                                                                                                       | vital-nutrients-magnesium-glycinate-malate-100-gelules-veganes                                                                                                                   | Vital Nutrients                 | 100 gélules     |        128000
 Vital Nutrients Milk Thistle Extract – 60 gélules véganes                                                                                                                                | vital-nutrients-milk-thistle-extract-60-gelules-veganes                                                                                                                          | Vital Nutrients                 | 60 gélules      |        154000
 Vital Nutrients Multi-Minerals – 120 gélules véganes                                                                                                                                     | vital-nutrients-multi-minerals-120-gelules-veganes                                                                                                                               | Vital Nutrients                 | 120 gélules     |        138000
 Vital Nutrients Multi-Nutrients 1 with Iron & Iodine – 180 gélules végétales                                                                                                             | vital-nutrients-multi-nutrients-1-with-iron-iodine-180-gelules-vegetales                                                                                                         | Vital Nutrients                 | 180 gélules     |        245000
 Vital Nutrients Pancreatic Enzymes – 90 gélules                                                                                                                                          | vital-nutrients-pancreatic-enzymes-90-gelules                                                                                                                                    | Vital Nutrients                 | 90 gélules      |        205000
 Vital Nutrients Quercetin – 100 gélules véganes                                                                                                                                          | vital-nutrients-quercetin-100-gelules-veganes                                                                                                                                    | Vital Nutrients                 | 100 gélules     |        174000
 Vital Nutrients Rhodiola Rosea – 120 gélules véganes                                                                                                                                     | vital-nutrients-rhodiola-rosea-120-gelules-veganes                                                                                                                               | Vital Nutrients                 | 120 gélules     |        230000
 Vital Nutrients Schisandra Extract – 90 gélules véganes                                                                                                                                  | vital-nutrients-schisandra-extract-90-gelules-veganes                                                                                                                            | Vital Nutrients                 | 90 gélules      |        179000
 Vital Nutrients Taurine – 120 gélules véganes                                                                                                                                            | vital-nutrients-taurine-120-gelules-veganes                                                                                                                                      | Vital Nutrients                 | 120 gélules     |        133000
 Vital Nutrients Triple Magnesium Complex – 90 gélules véganes                                                                                                                            | vital-nutrients-triple-magnesium-complex-90-gelules-veganes                                                                                                                      | Vital Nutrients                 | 90 gélules      |        138000
 Vital Nutrients Vegan Glucosamine Sulfate – 120 gélules véganes                                                                                                                          | vital-nutrients-vegan-glucosamine-sulfate-120-gelules-veganes                                                                                                                    | Vital Nutrients                 | 120 gélules     |        250000
 Vital Nutrients Vegan Pancreatic Enzymes – 90 gélules véganes                                                                                                                            | vital-nutrients-vegan-pancreatic-enzymes-90-gelules-veganes                                                                                                                      | Vital Nutrients                 | 90 gélules      |        230000
 Vital Nutrients Vitamin C – 120 gélules véganes                                                                                                                                          | vital-nutrients-vitamin-c-120-gelules-veganes                                                                                                                                    | Vital Nutrients                 | 120 gélules     |        118000
 Vital Nutrients Vitamin D3 + K2 – 60 gélules végétales                                                                                                                                   | vital-nutrients-vitamin-d3-k2-60-gelules-vegetales                                                                                                                               | Vital Nutrients                 | 60 gélules      |        174000
 Vital Nutrients Vitamin D3 – 180 gélules                                                                                                                                                 | vital-nutrients-vitamin-d3-180-gelules                                                                                                                                           | Vital Nutrients                 | 180 gélules     |        240000
 Vital Nutrients Vitamin D3 – 90 gélules                                                                                                                                                  | vital-nutrients-vitamin-d3-90-gelules-2                                                                                                                                          | Vital Nutrients                 | 90 gélules      |        133000
 Vital Nutrients Vitamin D3 – 90 gélules                                                                                                                                                  | vital-nutrients-vitamin-d3-90-gelules                                                                                                                                            | Vital Nutrients                 | 90 gélules      |        113000
 Vital Nutrients Vitamin K2-7 – 60 gélules véganes                                                                                                                                        | vital-nutrients-vitamin-k2-7-60-gelules-veganes                                                                                                                                  | Vital Nutrients                 | 60 gélules      |        174000
 Vital Nutrients Zinc (Citrate) – 90 gélules véganes                                                                                                                                      | vital-nutrients-zinc-citrate-90-gelules-veganes                                                                                                                                  | Vital Nutrients                 | 90 gélules      |         92000
 Vital Proteins Cartilage Collagen – 120 gélules                                                                                                                                          | vital-proteins-cartilage-collagen-120-gelules                                                                                                                                    | Vital Proteins                  | 120 gélules     |        210000
 Vital Proteins Collagen Peptides, Pumpkin Spice – 299 g                                                                                                                                  | vital-proteins-collagen-peptides-pumpkin-spice-299-g                                                                                                                             | Vital Proteins                  | 299 g           |        143000
 Vitamatic 5-HTP + B6, 240 Vegetable Capsules                                                                                                                                             | vitamatic-5-htp-b6-240-vegetable-capsules                                                                                                                                        | Vitamatic                       | Format standard |        103000
 Vitamatic Alpha Lipoic Acid – 100 g                                                                                                                                                      | vitamatic-alpha-lipoic-acid-100-g                                                                                                                                                | Vitamatic                       | 100 g           |         77000
 Vitamatic Andrographis Extract, 120 Vegetable Capsules (500 mg per Capsule)                                                                                                              | vitamatic-andrographis-extract-120-vegetable-capsules-500-mg-per-capsule                                                                                                         | Vitamatic                       | Format standard |         67000
 Vitamatic Arjuna + Hawthorn, 120 Vegetable Capsules                                                                                                                                      | vitamatic-arjuna-hawthorn-120-vegetable-capsules                                                                                                                                 | Vitamatic                       | Format standard |         77000
 Vitamatic Bacopa, 180 Vegetable Capsules (1, 250 mg per Capsule)                                                                                                                         | vitamatic-bacopa-180-vegetable-capsules-1-250-mg-per-capsule                                                                                                                     | Vitamatic                       | Format standard |         77000
 Vitamatic Bifidobacterium Bifidum – 100 g                                                                                                                                                | vitamatic-bifidobacterium-bifidum-100-g                                                                                                                                          | Vitamatic                       | 100 g           |        307000
 Vitamatic Bifidobacterium Breve – 100 g                                                                                                                                                  | vitamatic-bifidobacterium-breve-100-g                                                                                                                                            | Vitamatic                       | 100 g           |        307000
 Vitamatic Bifidobacterium Breve, 60 DrCaps Hypromellose Capsules                                                                                                                         | vitamatic-bifidobacterium-breve-60-drcaps-hypromellose-capsules                                                                                                                  | Vitamatic                       | Format standard |         77000
 Vitamatic Bifidobacterium Infantis – 100 g                                                                                                                                               | vitamatic-bifidobacterium-infantis-100-g                                                                                                                                         | Vitamatic                       | 100 g           |        307000
 Vitamatic Bifidobacterium Infantis, 60 DRcaps Hypromellose Capsules                                                                                                                      | vitamatic-bifidobacterium-infantis-60-drcaps-hypromellose-capsules                                                                                                               | Vitamatic                       | Format standard |         77000
 Vitamatic Bifidobacterium Lactis, 60 DRcaps Hypromellose Capsules                                                                                                                        | vitamatic-bifidobacterium-lactis-60-drcaps-hypromellose-capsules                                                                                                                 | Vitamatic                       | Format standard |         77000
 Vitamatic Bifidobacterium Longum – 100 g                                                                                                                                                 | vitamatic-bifidobacterium-longum-100-g                                                                                                                                           | Vitamatic                       | 100 g           |        307000
 Vitamatic Carbonyl Iron + Vitamin C – 120 comprimés                                                                                                                                      | vitamatic-carbonyl-iron-vitamin-c-120-comprimes                                                                                                                                  | Vitamatic                       | Format standard |         77000
 Vitamatic Chamomile – 2500 mg                                                                                                                                                            | vitamatic-chamomile-2500-mg                                                                                                                                                      | Vitamatic                       | Format standard |         77000
 Vitamatic Chelated Magnesium – 180 comprimés                                                                                                                                             | vitamatic-chelated-magnesium-180-comprimes                                                                                                                                       | Vitamatic                       | Format standard |        103000
 Vitamatic Colostrum + Collagen Powder – Sans arôme – 454 g                                                                                                                               | vitamatic-colostrum-collagen-powder-sans-arome-454-g                                                                                                                             | Vitamatic                       | 454 g           |        205000
 Vitamatic Fenugreek – 320 gélules                                                                                                                                                        | vitamatic-fenugreek-320-gelules                                                                                                                                                  | Vitamatic                       | 320 gélules     |         77000
 Vitamatic Folic Acid – 500 comprimés                                                                                                                                                     | vitamatic-folic-acid-500-comprimes                                                                                                                                               | Vitamatic                       | Format standard |         72000
 Vitamatic Glucosamine Sulfate, 240 Vegetable Capsules (750 mg per Capsule)                                                                                                               | vitamatic-glucosamine-sulfate-240-vegetable-capsules-750-mg-per-capsule                                                                                                          | Vitamatic                       | Format standard |        103000
 Vitamatic Glycine – 300 gélules végétales                                                                                                                                                | vitamatic-glycine-300-gelules-vegetales                                                                                                                                          | Vitamatic                       | 300 gélules     |        103000
 Vitamatic KSM-66, 60 Vegetable Capsules                                                                                                                                                  | vitamatic-ksm-66-60-vegetable-capsules                                                                                                                                           | Vitamatic                       | Format standard |        103000
 Vitamatic L-Theanine – 240 comprimés                                                                                                                                                     | vitamatic-l-theanine-240-comprimes                                                                                                                                               | Vitamatic                       | Format standard |         77000
 Vitamatic Lactobacillus Acidophilus – 100 g                                                                                                                                              | vitamatic-lactobacillus-acidophilus-100-g                                                                                                                                        | Vitamatic                       | 100 g           |        307000
 Vitamatic Lactobacillus Bulgaricus – 100 g                                                                                                                                               | vitamatic-lactobacillus-bulgaricus-100-g                                                                                                                                         | Vitamatic                       | 100 g           |        511000
 Vitamatic Lactobacillus Fermentum – 100 g                                                                                                                                                | vitamatic-lactobacillus-fermentum-100-g                                                                                                                                          | Vitamatic                       | 100 g           |        205000
 Vitamatic Lactobacillus Gasseri – 100 g                                                                                                                                                  | vitamatic-lactobacillus-gasseri-100-g                                                                                                                                            | Vitamatic                       | 100 g           |        307000
 Vitamatic Lactobacillus Helveticus – 100 g                                                                                                                                               | vitamatic-lactobacillus-helveticus-100-g                                                                                                                                         | Vitamatic                       | 100 g           |        307000
 Vitamatic Lactobacillus Johnsonii – 100 g                                                                                                                                                | vitamatic-lactobacillus-johnsonii-100-g                                                                                                                                          | Vitamatic                       | 100 g           |        307000
 Vitamatic Lactobacillus Plantarum – 100 g                                                                                                                                                | vitamatic-lactobacillus-plantarum-100-g                                                                                                                                          | Vitamatic                       | 100 g           |        205000
 Vitamatic Lactobacillus Rhamnosus – 100 g                                                                                                                                                | vitamatic-lactobacillus-rhamnosus-100-g                                                                                                                                          | Vitamatic                       | 100 g           |        205000
 Vitamatic Liquid Biotin & Collagen – 60 ml                                                                                                                                               | vitamatic-liquid-biotin-collagen-60-ml                                                                                                                                           | Vitamatic                       | 60 ml           |         77000
 Vitamatic Magnesium Aspartate Powder – 250 g                                                                                                                                             | vitamatic-magnesium-aspartate-powder-250-g                                                                                                                                       | Vitamatic                       | 250 g           |         77000
 Vitamatic Magnesium Aspartate with B6 – 90 gélules végétales                                                                                                                             | vitamatic-magnesium-aspartate-with-b6-90-gelules-vegetales                                                                                                                       | Vitamatic                       | 90 gélules      |         51000
 Vitamatic Magnesium Gluconate – 180 comprimés                                                                                                                                            | vitamatic-magnesium-gluconate-180-comprimes                                                                                                                                      | Vitamatic                       | Format standard |         77000
 Vitamatic Magnesium Lysine Glycinate – 240 comprimés                                                                                                                                     | vitamatic-magnesium-lysine-glycinate-240-comprimes                                                                                                                               | Vitamatic                       | Format standard |        164000
 Vitamatic Magnesium Orotate Powder – 250 g                                                                                                                                               | vitamatic-magnesium-orotate-powder-250-g                                                                                                                                         | Vitamatic                       | 250 g           |        123000
 Vitamatic Magnesium Orotate – 180 gélules                                                                                                                                                | vitamatic-magnesium-orotate-180-gelules                                                                                                                                          | Vitamatic                       | 180 gélules     |         87000
 Vitamatic Magnesium Succinate – 180 gélules                                                                                                                                              | vitamatic-magnesium-succinate-180-gelules                                                                                                                                        | Vitamatic                       | 180 gélules     |         77000
 Vitamatic Magnesium – 120 comprimés                                                                                                                                                      | vitamatic-magnesium-120-comprimes                                                                                                                                                | Vitamatic                       | Format standard |         51000
 Vitamatic Methyl B12 & Folate, 120 Fast Dissolve Tablets – Berry                                                                                                                         | vitamatic-methyl-b12-folate-120-fast-dissolve-tablets-berry                                                                                                                      | Vitamatic                       | Format standard |         92000
 Vitamatic Moringa Gummies, Sugar Free – 240 gommes                                                                                                                                       | vitamatic-moringa-gummies-sugar-free-240-gommes                                                                                                                                  | Vitamatic                       | Format standard |        205000
 Vitamatic Moringa – 180 gélules                                                                                                                                                          | vitamatic-moringa-180-gelules                                                                                                                                                    | Vitamatic                       | 180 gélules     |         72000
 Vitamatic Quercetin Bromelain – 120 gélules végétales                                                                                                                                    | vitamatic-quercetin-bromelain-120-gelules-vegetales                                                                                                                              | Vitamatic                       | 120 gélules     |        123000
 Vitamatic Red Yeast Rice + CoQ10 – 120 gélules                                                                                                                                           | vitamatic-red-yeast-rice-coq10-120-gelules                                                                                                                                       | Vitamatic                       | 120 gélules     |         77000
 Vitamatic Saccharomyces + MOS, 60 DRcaps Hypromellose Capsules                                                                                                                           | vitamatic-saccharomyces-mos-60-drcaps-hypromellose-capsules                                                                                                                      | Vitamatic                       | Format standard |         77000
 Vitamatic Slippery Elm Bark, 180 Vegetable Capsules                                                                                                                                      | vitamatic-slippery-elm-bark-180-vegetable-capsules                                                                                                                               | Vitamatic                       | Format standard |         77000
 Vitamatic Taurine Powder – Sans arôme – 250 g                                                                                                                                            | vitamatic-taurine-powder-sans-arome-250-g                                                                                                                                        | Vitamatic                       | 250 g           |         72000
 Vitamatic Taurine – 180 comprimés                                                                                                                                                        | vitamatic-taurine-180-comprimes                                                                                                                                                  | Vitamatic                       | Format standard |         72000
 Vitamatic Tribulus Extract, 180 Vegetable Capsules (666 mg per Capsule)                                                                                                                  | vitamatic-tribulus-extract-180-vegetable-capsules-666-mg-per-capsule                                                                                                             | Vitamatic                       | Format standard |        103000
 Vitamatic Vegan Biotin – 365 comprimés                                                                                                                                                   | vitamatic-vegan-biotin-365-comprimes                                                                                                                                             | Vitamatic                       | Format standard |         57000
 Vitamatic Vegan Iron Gummies with Vitamin C – Grape – 240 gommes                                                                                                                         | vitamatic-vegan-iron-gummies-with-vitamin-c-grape-240-gommes                                                                                                                     | Vitamatic                       | Format standard |        179000
 Vitamatic Vegan Magnesium Citrate Gummies – Natural Raspberry – 240 gommes                                                                                                               | vitamatic-vegan-magnesium-citrate-gummies-natural-raspberry-240-gommes                                                                                                           | Vitamatic                       | Format standard |        174000
 Vitamatic Vitamin A as Palmitate – Orange – 59 ml                                                                                                                                        | vitamatic-vitamin-a-as-palmitate-orange-59-ml                                                                                                                                    | Vitamatic                       | 59 ml           |         77000
 Vitamatic Vitamin B6 – 250 comprimés                                                                                                                                                     | vitamatic-vitamin-b6-250-comprimes                                                                                                                                               | Vitamatic                       | Format standard |         46000
 Vitamatic Vitamin B6 – 250 comprimés                                                                                                                                                     | vitamatic-vitamin-b6-250-comprimes-2                                                                                                                                             | Vitamatic                       | Format standard |         51000
 Vitamatic Vitamin D3 – 500 capsules molles                                                                                                                                               | vitamatic-vitamin-d3-500-capsules-molles                                                                                                                                         | Vitamatic                       | 500 capsules    |         77000
 Vitamatic Vitamin K2 + D3 – 120 comprimés                                                                                                                                                | vitamatic-vitamin-k2-d3-120-comprimes                                                                                                                                            | Vitamatic                       | Format standard |         77000
 Vitamatic Vitamins A, D, K, 180 Vegetable Capsules                                                                                                                                       | vitamatic-vitamins-a-d-k-180-vegetable-capsules                                                                                                                                  | Vitamatic                       | Format standard |        103000
 Vitamatic Zinc Quercetin – 120 gélules végétales                                                                                                                                         | vitamatic-zinc-quercetin-120-gelules-vegetales                                                                                                                                   | Vitamatic                       | 120 gélules     |         92000
 Vitamin Complex Sport+ SFD Nutrition 120 Comprimés                                                                                                                                       | vitamin-complex-sport-120-tablets-sfd-nutrition                                                                                                                                  | Real Pharm                      | 450ML           |         99000
 Vitamine C 1000 mg OstroVit 110 Comprimés                                                                                                                                                | vitamin-c-110-tabs-ostrovit                                                                                                                                                      | OstroVit                        | 450ML           |         95000
 Vitamine D3 + K2 Real Pharm 90 Comprimés                                                                                                                                                 | vitamin-d3-k2-90-tabs-real-pharm                                                                                                                                                 | Real Pharm                      | 450ML           |         99000
 Vitamine D3 + K2 Vegan WeightWorld 365 Comprimés                                                                                                                                         | vegan-vitamin-d3-k2-365-tablets-weightworld                                                                                                                                      | WeightWorld                     | 450ML           |        159000
